region,official_id,drainage_area_km2,centroid_lon_deg_e,centroid_lat_deg_n,logk_ice_x100,porosity_x100,land_use_forest_frac_2010,land_use_shrubs_frac_2010,land_use_grass_frac_2010,land_use_wetland_frac_2010,land_use_crops_frac_2010,land_use_urban_frac_2010,land_use_water_frac_2010,land_use_snow_ice_frac_2010,lulc_check_2010,land_use_forest_frac_2015,land_use_shrubs_frac_2015,land_use_grass_frac_2015,land_use_wetland_frac_2015,land_use_crops_frac_2015,land_use_urban_frac_2015,land_use_water_frac_2015,land_use_snow_ice_frac_2015,lulc_check_2015,land_use_forest_frac_2020,land_use_shrubs_frac_2020,land_use_grass_frac_2020,land_use_wetland_frac_2020,land_use_crops_frac_2020,land_use_urban_frac_2020,land_use_water_frac_2020,land_use_snow_ice_frac_2020,lulc_check_2020,slope_deg,aspect_deg,median_el,mean_el,max_el,min_el,elevation_m,prcp,tmin,tmax,vp,swe,srad,low_prcp_duration,low_prcp_freq,high_prcp_duration,high_prcp_freq,H_4_bits,H_6_bits,H_8_bits,H_9_bits,H_10_bits,H_11_bits,H_12_bits
08B,15087690,26.8,57.08571885582294,-135.26505319151687,-1492.17,14.44565,0.72,0.25,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.72,0.25,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.72,0.25,0.02,0.0,0.0,0.0,0.0,0.0,0.01,27.750568389892575,254.96797782315676,416.039794921875,424.82525634765625,1163.445556640625,39.37761688232422,424.82525634765625,3681.8,1.5,8.1,735.8,149.6,176.7,2.7,0.4,1.0,0.0,2.558228226295949,4.591272280294271,6.632463670824776,7.797941783983669,8.830971731883066,9.413989218680015,9.649864542128507
08B,15087700,30.8,57.082715550037896,-135.27003496275134,-1495.76,15.03393,0.75,0.22,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.75,0.22,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.75,0.22,0.02,0.0,0.0,0.0,0.0,0.0,0.01,26.23724174499512,251.7848063222312,370.0398559570313,390.2042846679688,1163.445556640625,9.256861686706545,390.2042846679688,3640.7,1.6,8.2,743.1,139.9,176.0,2.7,0.4,1.0,0.0,2.048039477589105,4.401678905629474,6.865797725041855,7.976558749948214,8.919170666948839,9.38250806050708,9.634251168483777
08B,15093200,6.8,56.28584694576293,-134.71253615308456,-1520.0,19.0,0.47,0.3,0.06,0.01,0.01,0.01,0.14,0.0,0.0,0.47,0.3,0.06,0.01,0.01,0.01,0.14,0.0,0.0,0.47,0.3,0.06,0.01,0.01,0.01,0.14,0.0,0.0,26.629535675048828,19.829472626754026,360.5873107910156,349.16650390625,838.5021362304688,83.87000274658203,349.16650390625,4932.9,2.8,9.3,795.0,53.2,173.1,2.8,0.3,1.0,0.0,2.819806498873561,4.9963943266620054,6.647608722853105,7.047955181626668,7.087568654781887,7.087568654781887,7.087568654781887
08B,15093400,9.8,56.35974909019873,-134.69797772648914,-1520.0,19.0,0.55,0.33,0.05,0.02,0.0,0.0,0.04,0.0,0.0099999999999997,0.54,0.34,0.05,0.02,0.0,0.0,0.04,0.0,0.0099999999999997,0.54,0.33,0.05,0.02,0.01,0.0,0.04,0.0,0.0099999999999997,28.09872055053711,37.91297444316165,246.13912963867188,286.7604675292969,802.0591430664062,11.859018325805664,286.7604675292969,4670.9,3.0,9.4,804.8,38.3,169.8,2.8,0.3,1.0,0.0,2.172527462627267,4.3425743866736175,6.480057931893908,7.317862989392374,7.899900141844257,8.13401619733961,8.166209752829909
08B,15094000,19.3,56.5074459197686,-134.7293310477784,-1520.0,19.0,0.14,0.31,0.22,0.02,0.03,0.03,0.22,0.03,0.0,0.14,0.31,0.26,0.02,0.03,0.02,0.21,0.01,0.0,0.14,0.31,0.27,0.02,0.03,0.02,0.21,0.0,0.0,27.27239418029785,25.75075397558208,342.8564453125,385.76312255859375,1056.8782958984375,16.664756774902344,385.76312255859375,4670.1,2.4,8.9,776.6,114.8,174.6,2.8,0.3,1.0,0.0,2.653640309704838,4.6180250003320324,6.394451886141021,7.2538178448881725,7.644133183090583,7.735114309769305,7.735114309769306
08B,15099900,28.3,57.1208638468851,-134.94097306030255,-1410.0,1.0,0.0,0.16,0.16,0.02,0.03,0.04,0.08,0.51,0.0,0.0,0.16,0.36,0.03,0.03,0.04,0.08,0.29,0.01,0.0,0.16,0.38,0.03,0.04,0.04,0.09,0.25,0.0099999999999998,28.469627380371094,43.50128144282503,778.876953125,753.5233764648438,1430.2691650390625,270.2576599121094,753.5233764648438,4354.9,-0.4,6.8,659.1,590.6,194.1,2.7,0.3,0.9,0.0,2.5314254855005593,4.587642573968038,7.133523717602607,8.337072247428406,9.242098139289205,9.633671025843366,9.717149480769812
08B,15100000,45.6,57.13241684854103,-134.93029555337,-1410.0,1.0,0.08,0.18,0.14,0.02,0.02,0.03,0.06,0.45,0.02,0.08,0.19,0.34,0.03,0.03,0.03,0.06,0.23,0.0099999999999997,0.08,0.19,0.36,0.03,0.03,0.04,0.07,0.2,0.0,29.60797882080078,68.97944973034252,715.1214599609375,691.1641235351562,1430.2691650390625,14.41842269897461,691.1641235351562,4244.2,-0.1,7.1,672.5,525.7,191.2,2.7,0.3,0.9,0.0,2.5497844577355826,4.262949099315416,6.479303411781338,7.802725070711867,8.777142159876414,9.46728352377022,9.736050717288505
08B,15101200,6.1,57.28851641775212,-135.7804609747971,-1520.0,19.0,0.92,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.888168334960938,353.7206930433072,207.3700256347656,233.71585083007807,708.6929931640625,9.726776123046877,233.71585083007807,3213.3,2.6,8.7,782.4,38.8,167.2,2.8,0.4,1.0,0.0,3.110338145508043,5.050547998433855,6.879559687859416,7.282079100248993,7.427674026236756,7.435584169810229,7.460062274659507
08B,15101490,22.1,58.08225118570535,-134.58783655837786,-1520.0,19.0,0.45,0.49,0.03,0.0,0.0,0.0,0.0,0.01,0.02,0.45,0.5,0.04,0.01,0.01,0.0,0.0,0.0,-0.01,0.45,0.5,0.04,0.01,0.01,0.0,0.0,0.0,-0.01,25.716472625732425,252.09030598037663,780.2828369140625,765.2999877929688,1344.4852294921875,259.1907958984375,765.2999877929688,3897.8,-2.4,5.3,586.4,826.5,213.6,2.9,0.4,0.8,0.0,0.6625851201151645,3.8577560185396855,6.289957124006233,7.531586417178885,8.671317572990015,9.488423853572828,10.004686643170384
08B,15102200,7.7,57.431476595210746,-134.4405449962302,-1581.24,8.84849,0.77,0.17,0.03,0.0,0.0,0.0,0.0,0.01,0.02,0.77,0.18,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.77,0.17,0.04,0.01,0.01,0.0,0.0,0.0,0.0,19.499238967895508,317.7338238934028,411.9297790527344,454.06781005859375,927.3475952148438,88.99468231201172,454.06781005859375,3967.0,0.7,7.6,702.1,277.9,178.1,2.9,0.4,0.8,0.0,2.710102117542715,4.827074938099749,7.226794014850325,8.079239930428189,8.543014900196246,8.762288200868662,8.82598260314608
08B,15106920,27.3,57.63465631839336,-135.16254091532068,-1327.06,2.803,0.88,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.89,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.077417373657227,35.17293516653769,309.2846069335937,329.990234375,806.6708984375,47.50878143310547,329.990234375,3154.4,1.2,7.9,724.2,147.7,174.7,2.8,0.4,0.9,0.0,2.351018226445195,4.036776560860267,6.50074080257209,7.806548478259506,8.891480656395178,9.500606006297726,9.697516572019182
08B,15106940,11.7,57.65798833775047,-135.11873006165078,-1303.23,3.32105,0.89,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.79041290283203,1.9041311918718848,403.3267822265625,410.7813415527344,769.1796264648438,111.63550567626952,410.7813415527344,3255.2,0.8,7.6,707.0,183.3,179.1,2.8,0.4,0.9,0.0,1.6925688645664165,3.891921071775275,6.401024536016072,7.215233553131193,7.497530946045397,7.522593625620522,7.569229132902455
08B,15106960,20.5,57.66777740584795,-135.13207103552878,-1291.57,3.5745,0.92,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.92,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.93152618408203,325.51424618333147,367.9225463867188,370.5520935058594,769.1796264648438,53.39495468139648,370.5520935058594,3233.7,0.9,7.6,708.9,180.3,180.1,2.8,0.4,0.9,0.0,2.007293181350971,4.165369768071487,6.459063231085706,7.25374152428319,7.518703683936531,7.573377698478104,7.5733776984781045
08B,15106980,38.3,57.6248755310091,-135.23569450275164,-1410.0,1.0,0.87,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.87,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.87,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.01,21.5399112701416,42.55678550515623,323.4345703125,338.20880126953125,939.677001953125,14.175118446350098,338.20880126953125,3205.2,1.1,7.8,719.2,169.9,176.5,2.8,0.4,0.9,0.0,1.92641693315935,3.9121377243387183,6.361939935357021,7.3259352928838455,8.03760833501939,8.412291344355031,8.464387735012055
08B,15107910,7.7,57.86547351188919,-135.3602225945425,-1187.56,6.09651,0.39,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.14588737487793,92.5916682663832,508.1663818359375,497.5296630859375,878.0455322265625,159.8828582763672,497.5296630859375,3445.4,-0.0,7.0,671.0,321.1,191.8,2.8,0.4,0.9,0.0,2.972170815134171,4.86162669040352,6.214141832008969,6.346857204194149,6.346857204194149,6.346857204194149,6.346857204194149
08B,15107920,32.4,57.8526533350209,-135.3150998359825,-1329.76,7.35715,0.69,0.3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.29,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.29,0.01,0.0,0.0,0.0,0.0,0.0,0.0,21.52394676208496,86.05489983730462,426.8085632324219,422.3014221191406,957.8045654296876,104.44120025634766,422.3014221191406,3329.7,0.3,7.2,684.8,290.7,187.7,2.8,0.4,0.9,0.0,2.94025523669079,4.731976595612914,6.65936955646334,7.3986319974728785,7.77648265946608,7.84456171953192,7.844561719531922
08B,15108600,22.0,58.24793728611364,-134.5205174214465,-1250.0,9.0,0.61,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.26034927368164,172.18235157326976,466.40533447265625,456.241943359375,1033.3187255859375,15.842583656311035,456.241943359375,3077.7,-0.6,6.6,656.7,351.2,194.9,2.9,0.4,0.9,0.0,2.8697798141755535,4.73030306465531,6.560624819687887,6.863443705370239,6.872589425456991,6.87258942545699,6.87258942545699
08B,15108800,8.3,58.260894570273024,-134.4331306757827,-1292.79,10.58476,0.79,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.21,0.01,0.0,0.0,0.0,0.0,0.0,-0.01,0.79,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,24.38531494140625,51.00909624750967,470.8592529296875,474.7114868164063,1006.5529174804688,36.42644119262695,474.7114868164063,3106.9,-0.6,6.6,655.5,350.1,188.3,2.9,0.4,0.9,0.0,3.0566693430552827,4.165207340286452,6.705097894229892,7.812435362769203,8.52261298698234,8.915040595711439,9.091329227585492
08B,15109000,34.9,58.29263175285758,-134.55278970943132,-1368.96,13.40581,0.73,0.24,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.73,0.24,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.73,0.24,0.02,0.0,0.0,0.0,0.0,0.0,0.01,20.961265563964844,29.451815567118192,480.9847412109375,488.1366882324219,1053.5108642578125,19.55863571166992,488.1366882324219,3038.6,-0.8,6.5,648.6,386.1,189.4,2.8,0.4,0.9,0.0,2.2126134664530763,4.275913762579324,6.390424291707852,7.203943305718882,7.845480923793503,8.179170122796274,8.218483260946138
08B,15109048,5.8,58.2789724899153,-134.6339281854623,-1442.46,16.12828,0.89,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.12,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.11,0.01,0.0,0.0,0.0,0.0,0.0,0.01,18.497743606567383,260.05508993283144,160.7548370361328,315.4874572753906,1053.5108642578125,15.19829273223877,315.4874572753906,2594.2,0.7,7.6,714.1,225.0,177.1,2.9,0.4,1.0,0.0,2.5303912274421547,4.535755595381345,6.619289031130558,7.700239005251128,8.480692860870711,8.928810176305376,9.131239795822536
08C,08CA001,3468.2,57.44949426222331,-128.51160548384465,-1291.57,11.828,0.41,0.19,0.35,0.02,0.02,0.0,0.01,0.0,0.0,0.41,0.19,0.35,0.01,0.02,0.0,0.01,0.0,0.01,0.43,0.18,0.35,0.01,0.02,0.0,0.01,0.0,0.0,16.54079246520996,26.297874200113824,1601.076904296875,1580.6605224609375,2517.123046875,995.5685424804688,1580.6605224609375,1090.2,-8.4,3.1,393.4,580.2,252.8,3.4,0.6,1.0,0.0,2.6668490416539936,4.960875982406331,6.9785871468887795,8.28368714602797,9.161397729330236,9.688322086736578,9.945199623747111
08C,08CA002,7583.3,57.517394058103136,-128.01475413775304,-1259.54,7.85813,0.46,0.16,0.33,0.01,0.02,0.0,0.01,0.0,0.01,0.46,0.16,0.34,0.01,0.02,0.0,0.01,0.0,0.0,0.45,0.16,0.34,0.02,0.02,0.0,0.01,0.0,0.0,15.817713737487791,356.9232893040634,1556.9017333984375,1551.35986328125,2629.464111328125,975.7914428710938,1551.35986328125,986.1,-8.5,3.2,389.3,470.8,251.1,3.5,0.6,1.0,0.0,2.2837433780867835,4.369822281478452,7.063501114980005,8.162392667045788,9.163862028276577,9.671371415922641,9.875708527568891
08C,08CA003,2684.8,58.13059135672615,-127.99225123537003,-1246.24,1.3205,0.58,0.1,0.28,0.01,0.02,0.0,0.01,0.0,0.0,0.58,0.1,0.28,0.01,0.02,0.0,0.01,0.0,0.0,0.6,0.09,0.27,0.01,0.01,0.0,0.01,0.0,0.01,16.246965408325195,237.32162281560807,1454.4923095703125,1458.429931640625,2483.240478515625,885.4632568359375,1458.429931640625,735.2,-8.7,3.2,378.9,257.7,236.0,4.0,0.7,1.0,0.0,2.600705239682788,4.777457596310657,6.890111184033156,8.179025477226613,9.098478862818551,9.635590662906207,9.884429288962464
08C,08CB001,18536.6,57.71306122388421,-128.52358692248345,-1236.7,6.04115,0.53,0.14,0.29,0.01,0.02,0.0,0.01,0.01,-0.01,0.53,0.14,0.29,0.01,0.02,0.0,0.01,0.01,-0.01,0.53,0.13,0.3,0.01,0.01,0.0,0.01,0.0,0.01,15.671831130981444,353.8662941042918,1476.777587890625,1476.9195556640625,2629.464111328125,637.7462768554688,1476.9195556640625,948.1,-8.2,3.3,394.4,439.3,244.9,3.6,0.6,1.0,0.0,1.7584044777551553,3.2128359369257296,6.300427406129632,7.682553505048207,8.799216635427472,9.545393086999185,9.858330285125058
08C,08CB002,1604.8,58.32864326813754,-130.0320688224294,-1104.77,0.99984,0.58,0.23,0.16,0.01,0.01,0.0,0.01,0.0,0.0,0.58,0.23,0.16,0.01,0.01,0.0,0.01,0.0,0.0,0.62,0.17,0.19,0.01,0.01,0.0,0.01,0.0,-0.01,11.02432918548584,344.4773949183226,1290.861328125,1290.4559326171875,2215.4619140625,616.093505859375,1290.4559326171875,764.4,-8.2,3.4,390.2,276.0,235.8,3.7,0.6,1.0,0.0,0.8851117566656068,4.534013061364332,7.059420169389616,8.04316920554559,8.671415477850376,8.800594214454463,8.800594214454465
08C,08CC001,3551.6,57.45298704059295,-129.35536678350988,-1380.35,13.21534,0.45,0.14,0.34,0.01,0.02,0.01,0.01,0.02,-2.220446049250313e-16,0.45,0.14,0.35,0.01,0.02,0.01,0.01,0.02,-0.01,0.45,0.14,0.37,0.01,0.01,0.0,0.01,0.01,0.0,19.436655044555664,13.58600994468038,1543.008056640625,1512.4345703125,2413.0,637.7462768554688,1512.4345703125,1251.3,-7.6,3.3,417.2,694.2,247.2,3.4,0.6,1.0,0.0,3.2241744903003844,5.038248497564768,6.659883364717975,7.9629627396249285,8.921609749726313,9.52922253866609,9.780782955572759
08C,08CC002,28.9,57.25986592407114,-129.12916714159087,-1520.0,19.0,0.24,0.12,0.42,0.01,0.02,0.03,0.02,0.15,-0.01,0.24,0.12,0.42,0.01,0.01,0.02,0.02,0.15,0.0099999999999998,0.26,0.11,0.51,0.01,0.01,0.01,0.01,0.09,-0.01,15.900186538696287,153.94093218812384,1676.4560546875,1659.8062744140625,2156.843505859375,1162.487060546875,1659.8062744140625,1433.8,-7.9,2.8,411.3,873.8,261.8,3.2,0.5,1.1,0.0,3.539320283163632,4.594028371928958,6.605156645062683,7.520538670481526,8.239595865534133,8.809226266769276,9.068246670547156
08C,08CC003,16.7,57.27354747802109,-129.05866403112404,-1520.0,19.0,0.03,0.23,0.65,0.02,0.02,0.02,0.02,0.02,-0.01,0.03,0.23,0.65,0.02,0.02,0.02,0.02,0.02,-0.01,0.06,0.24,0.65,0.02,0.02,0.0,0.0,0.0,0.01,20.338239669799805,185.98208615792765,1742.480712890625,1750.8304443359375,2131.18408203125,1487.00244140625,1750.8304443359375,1438.7,-8.3,2.5,401.2,913.3,261.1,3.2,0.5,1.1,0.0,3.286942494612383,4.4789304397987975,6.271632218765618,7.177638503656159,7.725650761804787,7.974691769098717,8.019538194541592
08C,08CD001,3547.2,58.66938179297261,-130.82893561789,-1064.7,0.35574,0.51,0.34,0.12,0.0,0.01,0.0,0.02,0.0,0.0,0.51,0.34,0.11,0.0,0.01,0.0,0.02,0.0,0.0099999999999998,0.56,0.21,0.19,0.01,0.01,0.0,0.02,0.0,0.0,6.372874736785889,120.19637279245164,1210.8748779296875,1191.6435546875,2068.79833984375,317.0,1191.6435546875,849.0,-7.5,3.7,409.7,287.1,234.0,3.5,0.6,1.0,0.0,2.5899605270432673,4.1236890362624115,6.0941125767896525,7.557165166168128,8.77013420096176,9.619401910470769,10.137664261094503
08C,08CE001,28947.9,57.92483663785868,-129.29134832950237,-1182.95,4.30384,0.55,0.17,0.24,0.01,0.01,0.0,0.01,0.0,0.0099999999999998,0.55,0.17,0.24,0.01,0.01,0.0,0.01,0.0,0.0099999999999998,0.55,0.15,0.27,0.01,0.01,0.0,0.01,0.0,0.0,13.514251708984377,5.955689306121013,1357.0584716796875,1370.474853515625,2780.315673828125,164.96707153320312,1370.474853515625,1000.9,-7.7,3.5,408.4,430.6,241.0,3.6,0.6,1.0,0.0,2.488800713519232,3.8662549773981545,6.135913782230566,7.381826165789062,8.495062778815585,9.383252852753591,9.924502440833734
08C,08CF001,33958.1,57.89982294588505,-129.8476546711833,-1191.85,4.15201,0.53,0.16,0.25,0.01,0.01,0.01,0.01,0.03,-0.01,0.52,0.16,0.25,0.01,0.01,0.01,0.01,0.03,0.0,0.52,0.14,0.28,0.01,0.01,0.0,0.01,0.02,0.0099999999999998,15.086220741271973,8.417163022328431,1334.0311279296875,1334.819091796875,3085.373291015625,87.605712890625,1334.819091796875,1303.6,-7.1,3.6,427.7,587.3,237.3,3.5,0.6,1.0,0.0,2.4022602104150823,3.9536313834880654,6.450642201778123,7.991054539797434,8.988548713191836,9.551857523817418,9.836192374328974
08C,08CF003,50820.0,57.63504006117586,-130.09538400514495,-1220.24,5.29202,0.48,0.15,0.25,0.01,0.01,0.01,0.02,0.08,-0.01,0.47,0.15,0.25,0.01,0.01,0.01,0.02,0.08,0.0,0.46,0.13,0.29,0.01,0.01,0.01,0.02,0.06,0.0099999999999997,16.931381225585938,357.55462097928444,1313.477294921875,1286.5159912109375,3085.373291015625,2.5018913745880127,1286.5159912109375,1594.3,-6.2,4.1,462.4,627.1,234.0,3.3,0.5,1.0,0.0,1.6932418816077546,3.124341276084454,6.159446930090364,7.6539412654919365,8.481929830821805,8.614944829217285,8.618247312230423
08C,08CG001,9498.5,57.06918363553947,-130.5267319556899,-1298.0,9.0904,0.42,0.11,0.25,0.01,0.01,0.02,0.03,0.15,0.0,0.41,0.11,0.26,0.01,0.01,0.02,0.03,0.15,0.0,0.41,0.1,0.31,0.01,0.01,0.01,0.03,0.11,0.0099999999999998,20.3465518951416,355.9405135801392,1270.218994140625,1231.470703125,2568.468994140625,16.93857192993164,1231.470703125,2083.9,-4.4,4.8,521.5,764.3,232.1,3.0,0.5,1.0,0.0,1.5057514076130758,3.4834010646537084,5.629453639485313,6.90365699209429,8.1833181256216,9.205244511639593,9.895713864547533
08C,08CG004,7373.3,57.189765372464926,-130.33003182714177,-1288.67,9.18543,0.44,0.11,0.27,0.01,0.01,0.01,0.03,0.11,0.0099999999999998,0.44,0.12,0.28,0.01,0.01,0.01,0.03,0.11,-0.01,0.44,0.1,0.34,0.01,0.01,0.01,0.02,0.07,-2.220446049250313e-16,19.47350311279297,11.570466659462204,1327.7080078125,1295.8526611328125,2557.687744140625,113.2528305053711,1295.8526611328125,1867.9,-5.2,4.4,495.3,798.4,237.4,3.1,0.5,1.0,0.0,1.2858997302411703,3.015904121866437,5.9059812093794,7.5950733705358315,8.896109967791196,9.689977771396585,10.076394629963051
08C,08CG005,884.9,57.09263400908386,-130.76356437560253,-1241.57,5.49233,0.27,0.08,0.33,0.01,0.01,0.03,0.04,0.24,-0.01,0.27,0.08,0.34,0.01,0.01,0.03,0.04,0.24,-0.02,0.26,0.07,0.43,0.01,0.01,0.02,0.03,0.16,0.0099999999999998,19.808734893798828,87.61957421140175,1382.0,1326.1448974609375,2557.687744140625,418.9053039550781,1326.1448974609375,2251.5,-4.8,4.3,508.7,982.1,236.4,3.0,0.5,1.0,0.0,1.4623463748317391,3.5311713898732258,6.24660607536063,7.780240641550527,8.920798078691414,9.679710522795743,10.097216202318345
08C,15024750,52.1,56.61217349610331,-131.99381978654495,-602.35,0.4272,0.2,0.43,0.16,0.02,0.02,0.03,0.06,0.07,0.0099999999999997,0.2,0.43,0.23,0.03,0.03,0.02,0.04,0.03,-0.01,0.2,0.42,0.24,0.03,0.03,0.02,0.04,0.02,0.0,30.33572006225586,24.78709292719561,803.9949340820312,791.3204345703125,1429.92919921875,15.70971393585205,791.3204345703125,3247.6,-0.3,7.1,666.0,319.5,198.6,2.9,0.4,0.9,0.0,2.528806851441333,4.336098525683004,6.274132098253284,7.158985864384111,8.010980729376712,8.590016695835699,8.757963259120618
08D,08DB010,39.5,55.421188080832906,-129.43003401147448,-1052.18,0.00707,0.86,0.06,0.06,0.01,0.01,0.0,0.0,0.0,0.0,0.86,0.06,0.06,0.01,0.01,0.0,0.0,0.0,0.0,0.85,0.05,0.08,0.01,0.01,0.0,0.0,0.0,0.0,19.67151641845703,340.8173808762691,804.29248046875,813.7720947265625,1574.251220703125,27.69492530822754,813.7720947265625,2139.3,-0.6,8.2,655.0,271.6,216.3,2.9,0.4,1.0,0.0,1.886504334174503,4.148779567099181,5.873162450619443,6.9123695162989724,7.94288723160421,8.69393564389747,9.01205167512494
08D,08DB012,9.0,55.419489240716445,-129.39224979953394,-1052.0,0.0,0.92,0.03,0.02,0.0,0.0,0.0,0.01,0.0,0.02,0.92,0.03,0.02,0.0,0.0,0.0,0.01,0.0,0.02,0.93,0.02,0.03,0.0,0.0,0.0,0.01,0.0,0.0099999999999998,18.084117889404297,346.16646926068904,874.8648071289062,905.6220092773438,1298.55029296875,578.1176147460938,905.6220092773438,2170.1,-1.0,8.0,637.2,294.6,221.2,2.8,0.4,1.0,0.0,1.7113579175684166,3.85401791408676,5.511393414786581,6.265504149063391,6.564098341489129,6.564098341489129,6.56409834148913
08D,08DC006,317.7,56.13550051854015,-129.82201419201812,-1231.5,7.64729,0.29,0.11,0.2,0.01,0.01,0.02,0.03,0.34,-0.01,0.29,0.11,0.2,0.01,0.01,0.02,0.02,0.34,0.0,0.26,0.1,0.3,0.01,0.01,0.02,0.03,0.26,0.01,25.035871505737305,240.30561898172613,1317.878662109375,1221.4478759765625,2584.751708984375,88.13804626464844,1221.4478759765625,2512.8,-3.2,5.9,564.4,769.4,232.4,2.8,0.4,1.0,0.0,1.5537756586456533,3.2001673358392124,6.103779775985691,7.575497911944501,8.920236902317543,9.841022675540376,10.22539401243056
08D,15011870,7.0,55.40539600526866,-130.47643578923714,-1422.85,3.10349,0.61,0.33,0.05,0.01,0.01,0.0,0.0,0.0,-0.01,0.6,0.33,0.05,0.01,0.01,0.0,0.0,0.0,0.0,0.61,0.33,0.05,0.01,0.01,0.0,0.0,0.0,-0.01,24.057971954345703,34.1813083623011,701.0718383789062,710.7022094726562,1176.9676513671875,387.4087524414063,710.7022094726562,3074.0,1.0,8.6,725.9,218.3,200.5,2.8,0.4,1.0,0.0,2.6852128594815774,4.514636563190264,6.5351273421844756,6.954967608785069,6.960134228128834,6.960134228128834,6.960134228128834
08D,15012000,39.5,55.40564311158096,-130.80631916995466,-1506.28,16.75561,0.7,0.22,0.02,0.0,0.0,0.0,0.05,0.0,0.01,0.69,0.23,0.02,0.0,0.0,0.0,0.05,0.0,0.01,0.7,0.22,0.02,0.0,0.0,0.0,0.05,0.0,0.01,27.16691017150879,287.81613870955726,523.7540283203125,532.6522216796875,1350.803955078125,101.72808837890624,532.6522216796875,3258.1,1.8,8.9,758.2,173.0,193.6,2.8,0.4,1.0,0.0,1.7039876422033902,3.9713520847925055,6.0106556568580265,6.916585572228766,7.805529396570549,8.334957278045955,8.521106847661203
08D,15020100,41.8,56.17280332164328,-131.4588599913519,-1410.9,1.14724,0.25,0.42,0.13,0.02,0.02,0.02,0.06,0.08,1.1102230246251563e-16,0.25,0.43,0.2,0.02,0.02,0.01,0.05,0.02,0.0,0.25,0.42,0.2,0.02,0.03,0.02,0.04,0.02,0.0,29.288074493408203,355.74228543900136,831.1194458007812,823.654052734375,1526.270263671875,53.34148025512695,823.654052734375,3060.9,0.1,7.5,683.7,284.6,198.2,2.9,0.4,1.0,0.0,1.7952690420092392,4.3924804827587405,6.6372320720181675,7.341944351871512,7.632968190649385,7.733573376504516,7.779044514365376
08D,15058000,18.3,55.0990105521112,-131.48109436885517,-1418.15,2.33318,0.52,0.27,0.03,0.01,0.0,0.01,0.16,0.0,0.0,0.52,0.27,0.03,0.01,0.0,0.01,0.15,0.0,0.0099999999999998,0.52,0.27,0.04,0.01,0.0,0.01,0.15,0.0,0.0,24.23482131958008,358.7197834928132,217.60292053222656,273.53448486328125,722.5523071289062,85.80060577392578,273.53448486328125,3393.6,3.5,9.9,837.9,37.0,182.9,2.7,0.4,1.0,0.0,3.1315620072396113,4.8624998310144,6.71170070359811,7.4493322273051685,7.843222923940892,7.936619736402779,7.936619736402779
08D,15058700,5.4,55.33350282821379,-131.71689617594248,-1250.0,9.0,0.67,0.15,0.12,0.06,0.0,0.0,0.0,0.0,0.0,0.67,0.14,0.12,0.06,0.0,0.0,0.0,0.0,0.01,0.67,0.15,0.12,0.06,0.0,0.0,0.0,0.0,0.0,7.6792144775390625,82.10546173673838,85.18671417236328,99.4268035888672,427.45025634765625,28.670320510864254,99.4268035888672,3302.2,4.3,10.5,878.8,17.5,177.1,2.7,0.4,1.0,0.0,2.7799093488264766,4.317710323516083,6.948502357611142,8.076010633238303,9.036932317989626,9.699256275878346,10.057486267733923
